"","b_Fbat107PT24.CEL","b_Fbat107PT30.CEL","b_Fbat107PT48.CEL","b_Fbat107PT52.CEL","knh_102_Fbat289PT24.CEL","knh_103_Fbat289PT48.CEL","knh_490_BS0001_Fbat1070_PT24_1.Rep.CEL","knh_491_BS0001_Fbat1070_PT30_1.Rep.CEL","knh_492_BS0001_Fbat1070_PT48_1.Rep.CEL","knh_494_BS0001_Fbat1077_PT24_2.Rep.CEL","knh_495_BS0001_Fbat1077_PT30_2.Rep.CEL","knh_496_BS0001_Fbat1077_PT48_2.Rep.CEL","knh_498_BS0001_Fbat1091_PT24_3.Rep.CEL","knh_499_BS0001_Fbat1091_PT30_3.Rep.CEL","knh_500_BS0001_Fbat1091_PT48_3.Rep.CEL","knh_502_BS3416_E_Fbat1071_PT24_1.Rep.CEL","knh_503_BS3416_E_Fbat1071_PT30_1.Rep.CEL","knh_504_BS3416_E_Fbat1071_PT48_1.Rep.CEL","knh_506_BS3416_E_Fbat1078_PT24_2.Rep.CEL","knh_507_BS3416_E_Fbat1078_PT30_2.Rep.CEL","knh_508_BS3416_E_Fbat1078_PT48_2.Rep.CEL","knh_510_BS3416_E_Fbat1092_PT24_3.Rep.CEL","knh_512_BS3416_E_Fbat1092_PT48_3.Rep.CEL","knh_532_BS3416_E_Fbat1092_PT30_3.Rep_wh.CEL","knh_655_BS5009_Fbat1374_PT24_1.Repl._No.2_repeated RNA.CEL","knh_657_BS5009_Fbat1379_PT24_2.Repl._No.6_repeated RNA.CEL","knh_659_BS5009_Fbat1383_PT24_3.Repl._No.10_repeated RNA.CEL","knh_660_BS5009_Fbat1374_PT30_1.Repl._No.3_rep_cDNA_new Yeast.CEL","knh_661_BS5009_Fbat1374_PT48_1.Repl._No.4_rep_cDNA_new Yeast.CEL","knh_662_BS5009_Fbat1379_PT30_2.Repl._No.7_rep_cDNA_new Yeast.CEL","knh_663_BS5009_Fbat1379_PT48_2.Repl._No.8_rep_cDNA_new Yeast.CEL","knh_664_BS5009_Fbat1383_PT30_3.Repl._No.11_rep_cDNA_new Yeas.CEL","knh_665_BS5009_Fbat1383_PT48_3.Repl._No.12_rep_cDNA_new Yeas.CEL","knh_679_BS5254_Fbat1442_PT24_1.Repl._No.38.CEL","knh_680_BS5254_Fbat1442_PT30_1.Repl._No.39.CEL","knh_681_BS5254_Fbat1442_PT48_1.Repl._No.40.CEL","knh_683_BS5254_Fbat1443_PT24_2.Repl._No.42.CEL","knh_684_BS5254_Fbat1443_PT30_2.Repl._No.43.CEL","knh_685_BS5254_Fbat1443_PT48_2.Repl._No.44.CEL","knh_687_BS5254_Fbat1444_PT24_3.Repl._No.46.CEL","knh_688_BS5254_Fbat1444_PT30_3.Repl._No.47.CEL","knh_689_BS5254_Fbat1444_PT48_3.Repl._No.48.CEL","knhb_039_Fbat152PT24.CEL","knhb_040_Fbat152PT48.CEL","knhb_041_Fbat152PT52.CEL","knhb_046_Fbat202PT24.CEL","knhb_047_Fbat202PT48.CEL","knhb_049_Fbat203PT24.CEL","knhb_050_Fbat203PT48.CEL","knhb_090_Fbat284PT24.CEL","knhb_091_Fbat284PT48.CEL","knhb_098_Fbat287PT24.CEL","knhb_099_Fbat287PT48.CEL","knhb_169_Fbat395PT24.CEL","knhb_170_Fbat395PT48.CEL","knhb_174_Fbat396PT24.CEL","knhb_175_Fbat396PT48.CEL","knhb_180_Fbat397PT24.CEL","knhb_181_Fbat397PT48.CEL","knhb_186_Fbat398PT24.CEL","knhb_187_Fbat398PT48.CEL","knhb_237_Fbat394PT24.CEL","knhb_238_Fbat394PT48.CEL","knhb_247_Fbat525PT24.CEL","knhb_248_Fbat525PT48.CEL","knhb_251_Fbat526PT24.CEL","knhb_252_Fbat526PT48.CEL","knhb_255_Fbat527PT24.CEL","knhb_256_Fbat527PT48.CEL","knhb_259_Fbat528PT24.CEL","knhb_260_Fbat528PT48.CEL"
"q_RIBFLV",-6.64385618977472,-6.94786237666482,-7.93016037493137,-8.28771237954945,-7.31043245604953,-7.64385618977472,-6.13796526004477,-6.55979192498625,-8.33351606916257,-6.31043245604953,-6.61528703757795,-7.11778737810714,-6.33351606916257,-6.70274987882829,-7.31043245604953,-5.93016037493137,-6.28771237954945,-8.15842936260448,-5.67300253543424,-6.13796526004477,-7.33351606916257,-6.01158797427521,-7.265344566521,-6.29902769277728,-6.42973138442188,-6.70274987882829,-6.45482236538471,-6.81197894858305,-9.58727266140836,-6.84476888370072,-9.96578428466209,-6.74855356844142,-8.38082178394093,-5.88683294326727,-6.265344566521,-7.70274987882829,-5.94786237666482,-6.254289378012,-7.89539495677069,-5.87832144341175,-6.23242994404826,-7.67300253543424,-6.53282487738598,-7.82828076091215,-8.243318260191,-6.265344566521,-8.58727266140836,-6.48035745749184,-6.93016037493137,-8.15842936260448,-9.58727266140836,-6.44222232860507,-8.11778737810714,-6.91267294820252,-7.265344566521,-7.11778737810714,-7.50635266602479,-7.03978486610586,-8.0782590139205,-6.68779953736232,-7.55979192498625,-6.87832144341175,-7.64385618977472,-6.87832144341175,-7.67300253543424,-7.28771237954945,-8.33351606916257,-6.94786237666482,-8.03978486610586,-6.76415042349244,-7.58727266140836
"YCIC_at",12.2084773406463,12.0540822345669,12.2651876886143,12.13605821579,7.93076135732616,11.3175582137432,8.14580607244358,11.3313668875294,11.0441854246712,7.83818465732305,10.2418279117807,10.2682715289431,7.96252985778252,11.0294593220959,10.9000054608825,6.87974896607746,6.98727959867558,7.27189955879111,7.36220921446483,7.18459859211061,7.49111179106348,7.50998050473259,8.1278790673133,7.51242991893506,7.57957449710081,7.79269299869047,7.39336089153061,7.73360873449056,11.6812549510042,7.27767880786365,10.9847595968149,7.35188276188918,11.756258031479,7.22517184929233,7.38982725851448,11.3300711004203,7.46299597736961,7.19144815879891,11.7564666619439,7.5412659769192,7.29132373922725,12.2180462644669,11.4579256318236,11.0221652826795,11.8898177188748,10.7477547543969,11.1497288447921,11.0667479054241,10.7705794361615,7.67862952436827,9.35314815312534,11.0475719274613,10.8986627515771,8.09899602110468,8.77751873236018,7.54404492889806,7.89263259673809,7.2768477112578,7.31214709798616,7.39217836085124,7.29777147447327,11.215744224278,10.7207014158713,8.80091120729933,10.2219855754457,10.3452350464002,10.4836857148839,11.117116028074,9.63549140548514,8.29577323500851,9.36127619755743
"YHZA_at",11.5609951348246,11.846426189133,11.8780442379667,11.0842194183878,8.79241012624153,10.932993432638,8.84373257836466,11.7777409990354,11.9699477055455,9.47886932697414,11.3377898675929,11.1575328349496,9.18569631939909,11.7625842056385,12.156412750592,7.63778780227858,7.6975765074116,7.96812689496729,8.21737462330631,8.05136544262923,7.97192066793806,7.65331010496202,9.24956890264741,7.64345474544414,8.08932243245009,8.56297940910051,8.53318285896732,8.25252685607007,12.1025095355436,8.97508623847028,12.1843511796223,8.32130712433508,11.3095643274749,7.57594239116073,7.46268805865305,11.2787444692899,7.73995206973609,8.14196579207731,11.6628544856841,7.77060634619871,7.78006738262566,11.5898042326426,11.2196322147039,11.1373294973402,11.3742665674279,10.9872117468223,11.1045548369919,11.0626453798486,10.5219887663603,7.91720783459925,9.61717189711043,10.973283310218,10.2049343218046,9.70530093151797,9.98980864483553,8.5538729161225,8.66909908376428,8.55333750353949,7.74469122874832,8.01037189148686,8.17991534922341,11.8985210250417,10.6295833451073,11.0170971852541,11.7827156432034,11.4188408707542,11.5341173019322,11.1725102267499,11.2222379251348,8.7858526273234,10.9407018266313
"YTIA_at",11.9492778941031,12.1016164356865,11.8808807864766,12.2565361394233,8.86675255751725,11.1052685437483,9.42566093682112,11.2535227500189,12.0878962186286,8.59069797347035,10.1056010581592,11.3406551852914,9.15482508349909,11.1484687699404,11.5746870832837,7.21583773497732,7.29160752044193,8.06672423103939,7.86670164329616,7.63508227244183,7.98013046385745,8.09095178671225,8.844538427035,8.45828862065482,8.54836295557455,8.81032668484093,7.95833237091233,8.44221419881344,11.8114538672735,8.819509399254,11.731291455793,8.53613605885998,11.7087882334432,8.05811389457821,8.62280663997865,11.4246279835575,7.98060867870467,8.29660567772032,11.8653071613369,8.14174299462642,8.04806421768618,11.8410897859793,10.7749903776239,10.4411297136421,11.6608403682552,10.6764333127395,11.9000211608484,10.6952185395354,11.1950574907329,7.92431765880796,10.1466262261094,10.9250952247788,11.344578484031,9.22466463776577,9.92364740921543,7.42201923137212,8.96098472061794,7.55810283565589,7.99467593789839,7.23453134387744,7.682452890832,10.9456879036299,11.2049596963435,9.19614420881143,10.124608576338,10.1254451812977,10.7981353498746,10.8178780883112,10.4891436154358,9.75513562298652,10.4363439771045
"YCDH_at",10.8784449136846,10.8299257121486,11.0504265201479,11.0563533659954,9.12436437378693,10.0557073502878,8.85063172524092,10.5375962574646,10.7487484089159,8.73156414605731,9.29520473024204,9.65973919490681,9.22316310643153,10.3503299802466,10.2585704741561,6.28023519793928,6.43868270983834,8.5074502462918,6.70971926626271,6.87810216032938,8.04476782209779,7.19873228837255,8.42141979858868,7.23824492489794,7.70219087237431,7.90123971543379,7.18811832903446,7.80053820644112,11.1413987054451,8.6478641787916,10.8211372761437,8.0062187839062,11.1351088805338,7.33378096863408,7.6140615511839,11.3428091266034,7.43485767147558,7.75691889792096,11.3756834710061,7.57893203138354,6.96598951845056,11.8512267092205,10.3024010483526,9.76789064812359,10.747054664492,8.79567650592152,10.2719939964181,9.90916858814162,9.40153203144487,7.22433008054628,8.80238271921302,9.84071954139554,9.92257911774372,9.72393172023098,8.95211566443029,6.94543871542767,8.0631957999146,6.95266078336096,7.01849626570604,6.8353751854669,6.62108463146148,10.0639651325399,9.61332398964726,8.11222967541855,9.16268062187914,9.7400528568876,9.27915760141714,10.8958228911984,8.70948966325033,10.4432964609835,9.0017008455952
"YRBA_at",6.77580418164627,7.47342349824304,10.0839756497561,10.0290430835409,7.79922650167806,9.06523762183219,8.41911321183337,11.2572802996938,8.78758480844158,8.03971045743126,9.4090566307166,8.4487030013198,7.87718455466152,9.36736269781617,9.37455415310373,6.92629279550658,6.79417446247448,8.69875222105609,8.09192545995889,7.39614043676125,9.1661729735454,7.74219096274967,8.61413546178888,8.14235455255793,7.88812691609438,8.0190708414015,6.82973144874112,8.15121832331026,9.93796047855256,7.42184098304172,7.62893369024244,6.88676059241084,9.86962088018444,7.73054551652916,11.5391065093869,8.54237117563028,7.58456683788921,11.9482677184876,7.77657774565748,7.74128793616953,11.8047419479018,7.9004025805647,7.53505284568337,9.47424562293936,9.29995078397389,11.3447182335237,9.85292067912099,7.97378921485309,9.31003336774545,9.4920643884494,9.57813028265511,10.1790823618916,9.929463003708,10.4525591893469,8.22679455846852,8.65053512887778,8.58257614230378,7.96679863700652,9.16199199882531,9.94839343253799,11.0499789542131,7.10236609338423,8.20527490525584,8.48661303828286,8.11961881229614,11.6862598951187,8.25124424673596,6.78572370118166,8.22649188539762,7.15948267291231,9.7749967701628
"NADA_at",7.35990425342927,7.79175428038991,10.6806617220924,10.845475263543,8.29182700521347,9.53159251487588,8.8159719759121,11.4649447749786,9.24799965227209,8.33158584243819,9.79575875442981,8.94430216147216,8.11169330520023,9.44363613979098,9.58982304645713,7.27704534003719,7.05075482957225,8.96229851955805,8.5089600514679,7.83651952548572,9.20911226836212,8.26021221108267,8.74617817887156,8.45756939180982,8.29805972820175,8.69050018272638,7.51034977188929,8.64554788382705,10.1658353708254,7.82429473452209,8.36634064414117,7.60030042362423,10.3225961858507,7.67204904437515,11.999140133922,8.8828480287231,8.09582744784882,12.2965868518482,8.02934737606919,8.4134070578411,12.2587002025586,8.67913159325548,7.99616867223651,10.179612316032,9.50360527509103,11.5676578954495,10.2521594448004,8.27911402555415,9.78250047035867,10.1376635040189,10.064645915265,10.6132330141613,10.2443760512217,10.9091764387506,8.91130290586994,9.14000998765873,8.77787700910894,8.37464286296939,9.44179808380464,10.2084171052065,11.3775181343958,7.38377166669209,8.80409348382322,8.8947484620107,8.72852953787205,11.8835177313241,8.60210424961365,7.3568074540586,8.61889009924617,7.31612148882109,10.0326309155965
"YRZI_r_at",9.64010674203774,10.0725407360595,9.84242205885705,9.73684965439121,7.38804789052801,8.50106053037646,9.62618389984974,10.5109577889925,10.087749046594,8.38906960016219,8.9762629698221,8.64531174341107,9.22148990570174,10.2139107359489,9.57548070144863,10.9826007490321,11.167062932137,9.6268976072437,9.27680292231122,10.2266352750554,8.92238040973243,9.9133530575843,8.30392293587294,8.7435776780932,9.34438987159673,9.01701247258457,9.51491229768927,7.99164044723377,9.34931188614337,9.28194585729395,9.19387850233963,8.91590185664875,9.10835895534299,10.0248393632845,8.01545584780408,8.44839318023337,9.12576339004362,9.13491085696029,9.28136483142524,8.91404860212151,8.9356381089309,8.63154561416317,8.92896515029023,8.06571421859081,8.79963306221708,9.08140146669481,8.33624075239719,7.93228600514538,7.80291654446468,4.73692168133744,5.50149928602786,8.24149257806221,8.63524001114531,7.25932731055957,8.99303002008757,8.04540423664431,6.56676690613214,9.64443507867831,8.24068496505991,7.5299864487259,9.98777013655921,9.71169088436165,8.98217446037199,6.35010384315845,7.32611302184082,7.04574403417194,8.32892316726865,7.80113984919617,6.25052628031395,8.60204123325551,6.39711691382107
"YHFH_r_at",8.23934707152953,9.4933017646886,6.83597729221906,6.81002663748898,10.1715463470534,9.35340158203304,8.4038695516899,9.86227552601457,7.85547569352475,9.65953305118135,9.52263663228267,8.74173672235195,8.79537217331542,9.04632141325336,8.41074407490025,10.342708192822,10.013352830422,8.19146043989213,9.45926444044638,10.2558988489589,8.19251678562219,9.37571271760022,8.38332189014677,9.19220085500414,9.14402541907017,8.69709209202681,9.63064975407111,9.14848637375285,8.08322107840031,9.4291743353219,8.04359755772911,9.11363158102096,8.20298305748186,7.4968352677074,8.27711940064468,8.01230071896379,7.85628224641408,8.57228049639826,8.03507593210921,7.83712221651241,8.24040130919547,8.01417892279702,10.7569645742596,7.34352598580296,7.61399673124288,10.8371276959088,7.92130363660714,10.3799541870372,8.00710269455012,7.54158489085523,7.07202849003787,10.3539374248583,7.55304594067701,11.2890199468348,9.1026188124787,11.2768856303875,8.0806460064655,10.9161319538927,11.0059122913239,12.0459624854332,8.07871899214257,10.9368715378484,7.57084962649788,9.92363810769071,8.57827792605521,10.5014008300297,8.9024115507199,9.29699610822929,7.87036498516339,8.74702704544956,7.10244060549642
"NADC_at",7.61122293321969,8.15674352774363,10.7119609441031,10.7108765366662,8.37556162358871,9.45688326656155,8.57026232843694,11.2524722320559,9.02935944941867,8.3222605459892,9.69665276370402,8.98002185608949,8.41547479565691,9.43829615063807,9.44116469650545,7.53772548587753,7.41921491092566,8.76155283693663,8.74547958106557,8.04715506335871,8.88498146753675,8.40327786673642,8.43511494994692,8.20895624387313,8.35176978530282,7.97223071516613,7.92952516526625,8.70120417806707,10.142086472239,8.06033136175268,8.28481634603433,7.78882910114211,10.3594900405438,8.06132882118455,12.0386183227435,8.39659028369783,8.26245967089445,12.1810121621393,8.01680385261028,8.68661671400129,12.1471656239039,8.64588174652816,7.90507064169935,10.1158379558298,9.4783252285008,11.3901474185249,10.1689847619392,8.56645784524239,9.56884978909346,9.90717384944321,9.97647537120858,10.5862994309825,10.0437882182125,10.6396780227442,8.95089275116536,8.98229850513698,8.95469431201382,8.20332577840373,9.40099906091701,9.93034758361752,11.2259973654934,7.80564727650279,8.8789538031029,8.6477684667618,8.65896115097971,11.631218621684,8.56070151886075,7.76507442751227,8.67587708796564,7.57802356223082,9.75216774297522
"YOPF_i_at",7.40461429097825,7.88298102030077,7.56030184646243,8.5106225737153,8.54454117538301,7.82592029671596,10.2426346467832,5.43914171429478,10.0797005617714,8.87338484903675,8.98263386013025,8.70542533969607,8.34288599178836,6.1494933389122,7.880982561789,5.63564332435962,6.15498359609382,6.87054784463395,9.01839820518504,8.23885978285432,9.52914838433869,9.60968335334103,8.80585423622242,10.2916292959494,7.75921290185518,7.7062638206031,5.25071529046477,8.62835234889899,7.99714685842912,7.49158851512577,9.16090752927726,7.87280032229644,7.90885664778863,9.13358074213142,10.0552648374557,9.80491775015288,9.82163205276494,9.26083714158144,9.53309741699202,9.43631476401803,9.61103449759015,8.61120126247259,7.98157971773742,8.1731762906811,7.42375080549247,8.18372133155941,9.03803845773206,8.80773599691028,9.29689022513489,7.91241106221515,9.83590625396569,7.79820286795367,7.7054822676954,8.22576255863227,8.42830024115367,6.1354757195008,10.584367974396,6.29546170300205,8.36417574571233,7.23344709544115,8.59271344198202,7.28989399641753,8.88608199795201,8.96262640767817,8.1823427890207,9.70541443227306,8.81316835899081,7.02846096239613,8.90866622961726,7.22726235632779,9.46216047331057
